real,RF,word2,season,No
2,0,2017_Dec_8_0,13,44
2,0,2017_Nov_14_1,13,194
0,0,2017_Nov_14_11,13,185
0,0,2017_Dec_6_13,13,26
2,1,2017_Nov_13_14,13,166
2,2,2017_Nov_16_6,13,223
2,0,2017_Nov_7_6,13,140
2,0,2017_Nov_8_0,13,144
2,2,2017_Dec_4_0,13,12
2,2,2017_Dec_6_8,13,34
2,0,2017_Dec_14_0,13,89
2,2,2017_Dec_6_7,13,33
2,2,2017_Nov_9_2,13,154
2,2,2017_Dec_4_2,13,14
2,0,2017_Nov_17_8,13,235
2,2,2017_Dec_7_7,13,43
0,0,2017_Dec_6_9,13,35
2,1,2017_Nov_7_8,13,142
2,0,2017_Nov_19_5,13,241
2,1,2017_Nov_27_5,13,275
2,0,2017_Nov_14_13,13,187
2,2,2017_Nov_7_11,13,133
2,2,2017_Dec_11_1,13,62
2,2,2017_Dec_4_1,13,13
2,0,2017_Dec_13_8,13,88
2,0,2017_Dec_11_15,13,59
2,0,2017_Dec_7_0,13,36
2,0,2017_Nov_4_5,13,115
2,2,2017_Dec_4_4,13,16
2,2,2017_Dec_2_3,13,3
2,0,2017_Nov_7_7,13,141
0,0,2017_Nov_3_4,13,104
